"Kód obce";PSČ;"Doručovacia pošta";"platné od";"platné do"
556351;95631;Krušovce;2010-01-01;
519073;08604;Kružlov;2010-01-01;
519189;08604;Kružlov;2010-01-01;
519405;08604;Kružlov;2010-01-01;
519413;08604;Kružlov;2010-01-01;
519421;08604;Kružlov;2010-01-01;
519464;08604;Kružlov;2010-01-01;
527238;09002;Kružlová;2010-01-01;
527301;09002;Kružlová;2010-01-01;
527483;09002;Kružlová;2010-01-01;
527858;09002;Kružlová;2010-01-01;
527963;09002;Kružlová;2010-01-01;
508021;90052;Kuchyňa;2010-01-01;
504491;90878;Kuklov;2010-01-01;
519448;08644;Kuková;2010-01-01;
519995;08644;Kuková;2010-01-01;
580601;08644;Kuková;2010-01-01;
519138;08612;Kurima;2010-01-01;
519383;08612;Kurima;2010-01-01;
519430;08612;Kurima;2010-01-01;
519456;08612;Kurima;2010-01-01;
519499;08612;Kurima;2010-01-01;
519626;08612;Kurima;2010-01-01;
519693;08612;Kurima;2010-01-01;
519731;08612;Kurima;2010-01-01;
519855;08612;Kurima;2010-01-01;
504513;90801;"Kúty 1";2010-01-01;
528218;07612;Kuzmice;2010-01-01;
528471;07612;Kuzmice;2010-01-01;
543748;07612;Kuzmice;2010-01-01;
501638;93041;Kvetoslavov;2010-01-01;
501727;93041;Kvetoslavov;2010-01-01;
501778;93041;Kvetoslavov;2010-01-01;
521639;04481;Kysak;2010-01-01;
521663;04481;Kysak;2010-01-01;
521817;04481;Kysak;2010-01-01;
522082;04481;Kysak;2010-01-01;
522155;04481;Kysak;2010-01-01;
509256;02401;"Kysucké Nové Mesto 1";2010-01-01;
509256;02404;"Kysucké Nové Mesto 1";2010-01-01;
509264;02334;"Kysucký Lieskovec";2010-01-01;
509272;02334;"Kysucký Lieskovec";2010-01-01;
508039;90067;Láb;2010-01-01;
513296;01863;Ladce;2010-01-01;
500429;95177;Ladice;2010-01-01;
500437;95177;Ladice;2010-01-01;
528498;07634;Ladmovce;2010-01-01;
543993;07634;Ladmovce;2010-01-01;
520438;06771;"Ladomirov pri Snine";2010-01-01;
527327;09003;Ladomirová;2010-01-01;
527459;09003;Ladomirová;2010-01-01;
527505;09003;Ladomirová;2010-01-01;
527891;09003;Ladomirová;2010-01-01;
527947;09003;Ladomirová;2010-01-01;
504521;90876;"Lakšárska Nová Ves";2010-01-01;
522694;07237;Lastomír;2010-01-01;
523071;07237;Lastomír;2010-01-01;
511315;98545;Látky;2010-01-01;
511510;98545;Látky;2010-01-01;
514128;97211;"Lazany pri Prievidzi";2010-01-01;
514322;97211;"Lazany pri Prievidzi";2010-01-01;
513300;02055;"Lazy pod Makytou";2010-01-01;
513318;02063;Lednica;2010-01-01;
512958;02061;"Lednické Rovne";2010-01-01;
513326;02061;"Lednické Rovne";2010-01-01;
557692;02061;"Lednické Rovne";2010-01-01;
501735;93037;Lehnice;2010-01-01;
514136;97242;"Lehota pod Vtáčnikom";2010-01-01;
514306;97242;"Lehota pod Vtáčnikom";2010-01-01;
500453;95136;"Lehota pri Nitre";2010-01-01;
522287;07254;Lekárovce;2010-01-01;
522716;07254;Lekárovce;2010-01-01;
522911;07254;Lekárovce;2010-01-01;
528102;07684;Leles;2010-01-01;
528510;07684;Leles;2010-01-01;
528668;07684;Leles;2010-01-01;
524221;08203;Lemešany;2010-01-01;
524590;08203;Lemešany;2010-01-01;
524743;08203;Lemešany;2010-01-01;
524760;08203;Lemešany;2010-01-01;
525162;08203;Lemešany;2010-01-01;
514951;98044;Lenartovce;2010-01-01;
515132;98044;Lenartovce;2010-01-01;
515779;98044;Lenartovce;2010-01-01;
557757;98044;Lenartovce;2010-01-01;
523623;05907;Lendak;2010-01-01;
507253;92041;Leopoldov;2010-01-01;
516058;99108;Lesenice;2010-01-01;
516155;99108;Lesenice;2010-01-01;
516171;99108;Lesenice;2010-01-01;
526363;05313;Letanovce;2010-01-01;
543284;05313;Letanovce;2010-01-01;
543586;05313;Letanovce;2010-01-01;
502031;93401;"Levice 1";2010-01-01;
502332;93401;"Levice 1";2010-01-01;
502430;93401;"Levice 1";2010-01-01;
502588;93401;"Levice 1";2010-01-01;
502031;93405;"Levice 5";2010-01-01;
526452;05401;Levoča;2010-01-01;
543276;05401;Levoča;2010-01-01;
543292;05401;Levoča;2010-01-01;
525901;04914;Licince;2010-01-01;
526100;04914;Licince;2010-01-01;
526304;04914;Licince;2010-01-01;
509795;02712;Liesek;2010-01-01;
510173;02712;Liesek;2010-01-01;
518719;02712;Liesek;2010-01-01;
518158;96221;Lieskovec;2010-01-01;
558133;96221;Lieskovec;2010-01-01;
514144;97227;Liešťany;2010-01-01;
514217;97227;Liešťany;2010-01-01;
517739;01318;Lietava;2010-01-01;
517879;01318;Lietava;2010-01-01;
517755;01311;"Lietavská Lúčka";2010-01-01;
557935;01311;"Lietavská Lúčka";2010-01-01;
557960;01311;"Lietavská Lúčka";2010-01-01;
510599;03495;Likavka;2010-01-01;
510866;03495;Likavka;2010-01-01;
508047;90091;Limbach;2010-01-01;
524310;08271;"Lipany nad Torysou";2010-01-01;
524379;08271;"Lipany nad Torysou";2010-01-01;
524611;08271;"Lipany nad Torysou";2010-01-01;
524689;08271;"Lipany nad Torysou";2010-01-01;
524778;08271;"Lipany nad Torysou";2010-01-01;
524816;08271;"Lipany nad Torysou";2010-01-01;
524875;08271;"Lipany nad Torysou";2010-01-01;
525120;08271;"Lipany nad Torysou";2010-01-01;
503321;94102;"Lipová pri Nových Zámkoch";2010-01-01;
524786;08236;"Lipovce pri Prešove";2010-01-01;
525251;08236;"Lipovce pri Prešove";2010-01-01;
510611;03244;"Liptovská Kokava";2010-01-01;
510629;03472;"Liptovská Lúžna";2010-01-01;
510637;03473;"Liptovská Osada";2010-01-01;
510335;03223;"Liptovská Sielnica";2010-01-01;
510351;03223;"Liptovská Sielnica";2010-01-01;
510572;03223;"Liptovská Sielnica";2010-01-01;
510602;03223;"Liptovská Sielnica";2010-01-01;
510653;03223;"Liptovská Sielnica";2010-01-01;
510700;03223;"Liptovská Sielnica";2010-01-01;
510971;03223;"Liptovská Sielnica";2010-01-01;
556807;03223;"Liptovská Sielnica";2010-01-01;
507300;03483;"Liptovská Teplá";2010-01-01;
507407;03483;"Liptovská Teplá";2010-01-01;
510301;03483;"Liptovská Teplá";2010-01-01;
510670;03483;"Liptovská Teplá";2010-01-01;
510742;03483;"Liptovská Teplá";2010-01-01;
510955;03483;"Liptovská Teplá";2010-01-01;
523631;05940;"Liptovská Teplička";2010-01-01;
510718;03474;"Liptovské Revúce";2010-01-01;
511005;03484;"Liptovské Sliače";2010-01-01;
510521;03301;"Liptovský Hrádok 1";2010-01-01;
510726;03301;"Liptovský Hrádok 1";2010-01-01;
510947;03301;"Liptovský Hrádok 1";2010-01-01;
558281;03301;"Liptovský Hrádok 1";2010-01-01;
580287;03301;"Liptovský Hrádok 1";2010-01-01;
510734;03203;"Liptovský Ján";2010-01-01;
511099;03203;"Liptovský Ján";2010-01-01;
510262;03101;"Liptovský Mikuláš 1";2010-01-01;
510386;03101;"Liptovský Mikuláš 1";2010-01-01;
510777;03101;"Liptovský Mikuláš 1";2010-01-01;
510912;03101;"Liptovský Mikuláš 1";2010-01-01;
510262;03104;"Liptovský Mikuláš 4";2010-01-01;
511145;03104;"Liptovský Mikuláš 4";2010-01-01;
510262;03105;"Liptovský Mikuláš 5";2010-01-01;
507393;03204;"Liptovský Ondrej";2010-01-01;
510271;03204;"Liptovský Ondrej";2010-01-01;
510505;03204;"Liptovský Ondrej";2010-01-01;
510751;03204;"Liptovský Ondrej";2010-01-01;
510785;03481;Lisková;2010-01-01;
518565;96244;"Litava na Slovensku";2010-01-01;
518611;96244;"Litava na Slovensku";2010-01-01;
518883;96244;"Litava na Slovensku";2010-01-01;
502481;93538;Lok;2010-01-01;
509809;02951;Lokca;2010-01-01;
510092;02951;Lokca;2010-01-01;
510149;02951;Lokca;2010-01-01;
508578;97653;"Lom nad Rimavicou";2010-01-01;
508730;97653;"Lom nad Rimavicou";2010-01-01;
508993;97653;"Lom nad Rimavicou";2010-01-01;
518468;97653;"Lom nad Rimavicou";2010-01-01;
508535;97698;Lopej;2010-01-01;
508853;97698;Lopej;2010-01-01;
509086;97698;Lopej;2010-01-01;
500461;95192;Lovce;2010-01-01;
500984;95192;Lovce;2010-01-01;
516724;96621;Lovča;2010-01-01;
517020;96621;Lovča;2010-01-01;
517038;96623;Lovčica-Trubín;2010-01-01;
511552;98554;Lovinobaňa;2010-01-01;
511749;98554;Lovinobaňa;2010-01-01;
508055;90055;Lozorno;2010-01-01;
503061;94353;Ľubá;2010-01-01;
503339;94353;Ľubá;2010-01-01;
510424;03214;Ľubeľa;2010-01-01;
510696;03214;Ľubeľa;2010-01-01;
510793;03214;Ľubeľa;2010-01-01;
525774;04918;Lubeník;2010-01-01;
525928;04918;Lubeník;2010-01-01;
526151;04918;Lubeník;2010-01-01;
526321;04918;Lubeník;2010-01-01;
523500;05971;Ľubica;2010-01-01;
523682;05971;Ľubica;2010-01-01;
523984;05971;Ľubica;2010-01-01;
524051;05971;Ľubica;2010-01-01;
508748;97655;Ľubietová;2010-01-01;
508926;97655;Ľubietová;2010-01-01;
509027;97655;Ľubietová;2010-01-01;
506184;91612;Lubina;2010-01-01;
520454;06711;Ľubiša;2010-01-01;
520543;06711;Ľubiša;2010-01-01;
521027;06711;Ľubiša;2010-01-01;
510441;03491;Ľubochňa;2010-01-01;
510807;03491;Ľubochňa;2010-01-01;
511064;03491;Ľubochňa;2010-01-01;
526681;06541;Ľubotín;2010-01-01;
526878;06541;Ľubotín;2010-01-01;
526983;06541;Ľubotín;2010-01-01;
527084;06541;Ľubotín;2010-01-01;
508616;97661;Lučatín;2010-01-01;
508756;97661;Lučatín;2010-01-01;
511218;98401;"Lučenec 1";2010-01-01;
511251;98401;"Lučenec 1";2010-01-01;
511421;98401;"Lučenec 1";2010-01-01;
511714;98401;"Lučenec 1";2010-01-01;
580309;98401;"Lučenec 1";2010-01-01;
511218;98403;"Lučenec 3";2010-01-01;
523658;05931;"Lučivná 1";2010-01-01;
510530;03482;"Lúčky pri Ružomberku";2010-01-01;
510815;03482;"Lúčky pri Ružomberku";2010-01-01;
500470;95188;"Lúčnica nad Žitavou";2010-01-01;
505048;95611;Ludanice;2010-01-01;
556262;95611;Ludanice;2010-01-01;
510823;03471;Ludrová;2010-01-01;
520292;06724;"Lukačovce pri Humennom";2010-01-01;
520462;06724;"Lukačovce pri Humennom";2010-01-01;
520985;06724;"Lukačovce pri Humennom";2010-01-01;
500488;95123;"Lukáčovce pri Nitre";2010-01-01;
519545;08621;"Lukavica pri Bardejove";2010-01-01;
519642;08621;"Lukavica pri Bardejove";2010-01-01;
519758;08621;"Lukavica pri Bardejove";2010-01-01;
519928;08621;"Lukavica pri Bardejove";2010-01-01;
519502;08605;"Lukov pri Bardejove";2010-01-01;
519511;08605;"Lukov pri Bardejove";2010-01-01;
519553;08605;"Lukov pri Bardejove";2010-01-01;
514489;98026;Lukovištia;2010-01-01;
514853;98026;Lukovištia;2010-01-01;
514926;98026;Lukovištia;2010-01-01;
515086;98026;Lukovištia;2010-01-01;
515175;98026;Lukovištia;2010-01-01;
513334;02053;Lúky;2010-01-01;
557498;02053;Lúky;2010-01-01;
517259;96622;Lutila;2010-01-01;
599336;96622;Lutila;2010-01-01;
524824;08257;Ľutina;2010-01-01;
524948;08257;Ľutina;2010-01-01;
500011;95141;Lužianky;2010-01-01;
580899;95141;Lužianky;2010-01-01;
513342;02054;"Lysá pod Makytou";2010-01-01;
507288;92242;Madunice;2010-01-01;
507296;91922;Majcichov;2010-01-01;
509159;02356;"Makov na Slovensku";2010-01-01;
509299;02356;"Makov na Slovensku";2010-01-01;
521248;04420;"Malá Ida";2010-01-01;
521655;04420;"Malá Ida";2010-01-01;
517062;96642;"Malá Lehota pri Novej Bani";2010-01-01;
500267;90101;Malacky;2010-01-01;
508063;90101;Malacky;2010-01-01;
502511;93567;Málaš;2010-01-01;
502600;93567;Málaš;2010-01-01;
519260;08606;Malcov;2010-01-01;
519481;08606;Malcov;2010-01-01;
519570;08606;Malcov;2010-01-01;
519791;08606;Malcov;2010-01-01;
522759;07206;Malčice;2010-01-01;
522783;07206;Malčice;2010-01-01;
522881;07206;Malčice;2010-01-01;
500518;95154;"Malé Chyndice";2010-01-01;
556785;95154;"Malé Chyndice";2010-01-01;
504556;90874;"Malé Leváre";2010-01-01;
555916;95182;"Malé Vozokany";2010-01-01;
555924;95182;"Malé Vozokany";2010-01-01;
555932;95182;"Malé Vozokany";2010-01-01;
511595;98526;Málinec;2010-01-01;
508071;90045;Malinovo;2010-01-01;
510858;03234;Malužiná;2010-01-01;
510874;03234;Malužiná;2010-01-01;
511188;03234;Malužiná;2010-01-01;
512095;03845;"Malý Čepčín";2010-01-01;
512303;03845;"Malý Čepčín";2010-01-01;
512443;03845;"Malý Čepčín";2010-01-01;
512788;03845;"Malý Čepčín";2010-01-01;
526835;06546;"Malý Lipník";2010-01-01;
526886;06546;"Malý Lipník";2010-01-01;
526894;06546;"Malý Lipník";2010-01-01;
527009;06546;"Malý Lipník";2010-01-01;
527025;06546;"Malý Lipník";2010-01-01;
507318;91929;Malženice;2010-01-01;
503363;94145;Maňa;2010-01-01;
501239;94632;Marcelová;2010-01-01;
501271;94632;Marcelová;2010-01-01;
501352;94632;Marcelová;2010-01-01;
543322;05501;Margecany;2010-01-01;
519219;08645;Marhaň;2010-01-01;
519375;08645;Marhaň;2010-01-01;
519472;08645;Marhaň;2010-01-01;
519588;08645;Marhaň;2010-01-01;
519944;08645;Marhaň;2010-01-01;
508080;90033;Marianka;2010-01-01;
525570;04934;Markuška;2010-01-01;
525715;04934;Markuška;2010-01-01;
525952;04934;Markuška;2010-01-01;
526274;04934;Markuška;2010-01-01;
543306;05321;Markušovce;2010-01-01;
543331;05321;Markušovce;2010-01-01;
543349;05321;Markušovce;2010-01-01;
512036;03601;"Martin 1";2010-01-01;
523381;05951;Matejovce;2010-01-01;
503665;92501;Matúškovo;2010-01-01;
555754;92501;Matúškovo;2010-01-01;
501689;93007;Medveďov;2010-01-01;
501760;93007;Medveďov;2010-01-01;
521671;04425;Medzev;2010-01-01;
582093;04425;Medzev;2010-01-01;
508764;97696;Medzibrod;2010-01-01;
520314;06801;Medzilaborce;2010-01-01;
520411;06801;Medzilaborce;2010-01-01;
520471;06801;Medzilaborce;2010-01-01;
520519;06801;Medzilaborce;2010-01-01;
520616;06801;Medzilaborce;2010-01-01;
559610;06801;Medzilaborce;2010-01-01;
505838;91305;Melčice-Lieskové;2010-01-01;
506095;91305;Melčice-Lieskové;2010-01-01;
506541;91305;Melčice-Lieskové;2010-01-01;
545686;91305;Melčice-Lieskové;2010-01-01;
523721;05936;Mengusovce;2010-01-01;
528871;09423;Merník;2010-01-01;
528889;09423;Merník;2010-01-01;
513377;02052;Mestečko;2010-01-01;
513814;02052;Mestečko;2010-01-01;
527564;09041;Mestisko;2010-01-01;
501719;93035;"Michal na Ostrove";2010-01-01;
501786;93035;"Michal na Ostrove";2010-01-01;
528501;07614;"Michaľany pri Trebišove";2010-01-01;
528528;07614;"Michaľany pri Trebišove";2010-01-01;
528587;07614;"Michaľany pri Trebišove";2010-01-01;
508497;97657;Michalová;2010-01-01;
508772;97657;Michalová;2010-01-01;
522279;07101;"Michalovce 1";2010-01-01;
522724;07101;"Michalovce 1";2010-01-01;
522805;07101;"Michalovce 1";2010-01-01;
522902;07101;"Michalovce 1";2010-01-01;
523135;07101;"Michalovce 1";2010-01-01;
527530;09024;Miková;2010-01-01;
527572;09024;Miková;2010-01-01;
513385;01857;Mikušovce;2010-01-01;
527581;09032;Miňovce;2010-01-01;
527637;09032;Miňovce;2010-01-01;
527793;09032;Miňovce;2010-01-01;
528048;09032;Miňovce;2010-01-01;
523739;05976;Mlynčeky;2010-01-01;
523798;05976;Mlynčeky;2010-01-01;
523909;05976;Mlynčeky;2010-01-01;
543357;05376;Mlynky;2010-01-01;
543365;05564;"Mníšek nad Hnilcom";2010-01-01;
526738;06522;"Mníšek nad Popradom";2010-01-01;
526801;06522;"Mníšek nad Popradom";2010-01-01;
526908;06522;"Mníšek nad Popradom";2010-01-01;
501255;94637;Moča;2010-01-01;
500739;95131;Močenok;2010-01-01;
508101;90001;"Modra 1";2010-01-01;
501263;94633;"Modrany pri Hurbanove";2010-01-01;
506249;91635;Modrová;2010-01-01;
506257;91635;Modrová;2010-01-01;
506311;91635;Modrová;2010-01-01;
506516;91635;Modrová;2010-01-01;
516210;99201;"Modrý Kameň";2010-01-01;
502413;93539;Mochovce;2010-01-01;
500577;95115;Mojmírovce;2010-01-01;
500691;95115;Mojmírovce;2010-01-01;
500844;95115;Mojmírovce;2010-01-01;
581691;95115;Mojmírovce;2010-01-01;
513407;02072;Mojtín;2010-01-01;
503398;94104;Mojzesovo;2010-01-01;
504564;90865;"Mokrý Háj";2010-01-01;
521329;04501;"Moldava nad Bodvou";2010-01-01;
521680;04501;"Moldava nad Bodvou";2010-01-01;
521698;04501;"Moldava nad Bodvou";2010-01-01;
507342;92221;"Moravany nad Váhom";2010-01-01;
556581;92221;"Moravany nad Váhom";2010-01-01;
558338;92221;"Moravany nad Váhom";2010-01-01;
506265;91642;"Moravské Lieskové";2010-01-01;
504572;90871;"Moravský Svätý Ján";2010-01-01;
508110;90046;"Most pri Bratislave";2010-01-01;
503924;92507;Mostová;2010-01-01;
512460;03821;Mošovce;2010-01-01;
506273;91326;Motešice;2010-01-01;
506290;91326;Motešice;2010-01-01;
581348;91326;Motešice;2010-01-01;
525987;04901;"Muráň 1";2010-01-01;
526002;04901;"Muráň 1";2010-01-01;
526011;04901;"Muráň 1";2010-01-01;
509850;02963;Mútne;2010-01-01;
509884;02963;Mútne;2010-01-01;
509566;02963;Mútne;2010-01-01;
503401;94352;Mužla;2010-01-01;
504254;90701;"Myjava 1";2010-01-01;
504581;90701;"Myjava 1";2010-01-01;
504661;90701;"Myjava 1";2010-01-01;
504866;90701;"Myjava 1";2010-01-01;
504581;90703;"Myjava 3";2010-01-01;
511366;98553;Mýtna;2010-01-01;
511374;98553;Mýtna;2010-01-01;
511641;98553;Mýtna;2010-01-01;
511706;98553;Mýtna;2010-01-01;
502570;93556;"Mýtne Ludany";2010-01-01;
502758;93556;"Mýtne Ludany";2010-01-01;
508811;97644;"Mýto pod Ďumbierom";2010-01-01;
522805;07221;"Nacina Ves";2010-01-01;
523275;07221;"Nacina Ves";2010-01-01;
505170;95632;Nadlice;2010-01-01;
505439;95632;Nadlice;2010-01-01;
556173;95632;Nadlice;2010-01-01;
556190;95632;Nadlice;2010-01-01;
526550;05333;Nálepkovo;2010-01-01;
526631;05333;Nálepkovo;2010-01-01;
543373;05333;Nálepkovo;2010-01-01;
509868;02901;"Námestovo 1";2010-01-01;
510157;02901;"Námestovo 1";2010-01-01;
556092;94360;Nána;2010-01-01;
512478;03812;Necpaly;2010-01-01;
505200;95635;"Nedašovce pri Topoľčanoch";2010-01-01;
505382;95635;"Nedašovce pri Topoľčanoch";2010-01-01;
505765;95635;"Nedašovce pri Topoľčanoch";2010-01-01;
503932;92585;Neded;2010-01-01;
514209;97212;Nedožery;2010-01-01;
500585;95181;Nemčiňany;2010-01-01;
508829;97697;"Nemecká nad Hronom";2010-01-01;
508951;97697;"Nemecká nad Hronom";2010-01-01;
506281;91441;Nemšová;2010-01-01;
515876;99126;Nenince;2010-01-01;
516236;99126;Nenince;2010-01-01;
509302;02341;Nesluša;2010-01-01;
501280;94651;Nesvady;2010-01-01;
500593;95172;Neverice;2010-01-01;
500607;95162;Nevidzany;2010-01-01;
557447;02071;Nimnica;2010-01-01;
500011;94901;"Nitra 1";2010-01-01;
500011;94911;"Nitra 11";2010-01-01;
500011;94905;"Nitra 5";2010-01-01;
500011;94907;"Nitra 7";2010-01-01;
505242;95616;"Nitrianska Streda";2010-01-01;
556297;95616;"Nitrianska Streda";2010-01-01;
556696;95101;"Nitrianske Hrnčiarovce";2010-01-01;
582719;95101;"Nitrianske Hrnčiarovce";2010-01-01;
514039;97213;"Nitrianske Pravno";2010-01-01;
514187;97213;"Nitrianske Pravno";2010-01-01;
514225;97213;"Nitrianske Pravno";2010-01-01;
513971;97226;"Nitrianske Rudno";2010-01-01;
514101;97226;"Nitrianske Rudno";2010-01-01;
514233;97226;"Nitrianske Rudno";2010-01-01;
514365;97226;"Nitrianske Rudno";2010-01-01;
514381;97226;"Nitrianske Rudno";2010-01-01;
514241;97221;"Nitrianske Sučany";2010-01-01;
514012;97222;Nitrica;2010-01-01;
514250;97222;Nitrica;2010-01-01;
520535;06734;"Nižná Jablonka";2010-01-01;
520594;06734;"Nižná Jablonka";2010-01-01;
521019;06734;"Nižná Jablonka";2010-01-01;
515027;98252;"Nižná Kaloša";2010-01-01;
515795;98252;"Nižná Kaloša";2010-01-01;
557889;98252;"Nižná Kaloša";2010-01-01;
557901;98252;"Nižná Kaloša";2010-01-01;
521736;04415;"Nižná Myšľa";2010-01-01;
522198;04415;"Nižná Myšľa";2010-01-01;
509876;02743;"Nižná nad Oravou";2010-01-01;
519278;08636;"Nižná Polianka";2010-01-01;
519308;08636;"Nižná Polianka";2010-01-01;
519600;08636;"Nižná Polianka";2010-01-01;
519634;08636;"Nižná Polianka";2010-01-01;
519685;08636;"Nižná Polianka";2010-01-01;
519901;08636;"Nižná Polianka";2010-01-01;
519910;08636;"Nižná Polianka";2010-01-01;
507369;92206;"Nižná pri Piešťanoch";2010-01-01;
528897;09407;"Nižná Sitnica";2010-01-01;
528951;09407;"Nižná Sitnica";2010-01-01;
529061;09407;"Nižná Sitnica";2010-01-01;
529087;09407;"Nižná Sitnica";2010-01-01;
529249;09407;"Nižná Sitnica";2010-01-01;
525723;04923;"Nižná Slaná";2010-01-01;
525839;04923;"Nižná Slaná";2010-01-01;
526045;04923;"Nižná Slaná";2010-01-01;
528781;09421;"Nižný Hrabovec";2010-01-01;
528811;09421;"Nižný Hrabovec";2010-01-01;
528901;09421;"Nižný Hrabovec";2010-01-01;
529001;09421;"Nižný Hrabovec";2010-01-01;
528919;09422;"Nižný Hrušov";2010-01-01;
521469;04412;"Nižný Klátov";2010-01-01;
521752;04412;"Nižný Klátov";2010-01-01;
522210;04412;"Nižný Klátov";2010-01-01;
524921;08275;"Nižný Slavkov";2010-01-01;
528242;07617;"Nižný Žipov";2010-01-01;
528609;07617;"Nižný Žipov";2010-01-01;
516805;96801;"Nová Baňa";2010-01-01;
517097;96801;"Nová Baňa";2010-01-01;
581607;96801;"Nová Baňa";2010-01-01;
515230;98034;"Nová Bašta";2010-01-01;
515540;98034;"Nová Bašta";2010-01-01;
515582;98034;"Nová Bašta";2010-01-01;
515663;98034;"Nová Bašta";2010-01-01;
515728;98034;"Nová Bašta";2010-01-01;
506303;91308;"Nová Bošáca";2010-01-01;
509311;02305;"Nová Bystrica pri Čadci";2010-01-01;
502588;93525;"Nová Dedina pri Leviciach";2010-01-01;
508136;90029;"Nová Dedinka";2010-01-01;
513440;01851;"Nová Dubnica";2010-01-01;
528935;09404;"Nová Kelča";2010-01-01;
523763;05986;"Nová Lesná";2010-01-01;
526797;06511;"Nová Ľubovňa";2010-01-01;
526924;06511;"Nová Ľubovňa";2010-01-01;
560103;05983;"Nová Polianka";2010-01-01;
500631;95151;"Nová Ves nad Žitavou";2010-01-01;
514268;97271;Nováky;2010-01-01;
506338;91501;"Nové Mesto nad Váhom";2010-01-01;
500399;95124;"Nové Sady pri Nitre";2010-01-01;
500534;95124;"Nové Sady pri Nitre";2010-01-01;
500640;95124;"Nové Sady pri Nitre";2010-01-01;
582387;95124;"Nové Sady pri Nitre";2010-01-01;
503011;94002;"Nové Zámky 2";2010-01-01;
528412;07602;Novosad;2010-01-01;
528480;07602;Novosad;2010-01-01;
528617;07602;Novosad;2010-01-01;
544043;07602;Novosad;2010-01-01;
509884;02955;Novoť;2010-01-01;
526355;05331;"Novoveská Huta";2010-01-01;
502596;93533;"Nový Tekov";2010-01-01;
501808;93038;"Nový Život";2010-01-01;
582361;94304;Obid;2010-01-01;
528633;07675;Oborín;2010-01-01;
543870;07675;Oborín;2010-01-01;
500658;95195;Obyce;2010-01-01;
518662;96223;Očová;2010-01-01;
526444;05322;Odorín;2010-01-01;
543195;05322;Odorín;2010-01-01;
543403;05322;Odorín;2010-01-01;
501816;93012;Ohrady;2010-01-01;
520560;06722;Ohradzany;2010-01-01;
520772;06722;Ohradzany;2010-01-01;
559636;06722;Ohradzany;2010-01-01;
559644;06722;Ohradzany;2010-01-01;
509329;02335;Ochodnica;2010-01-01;
525847;04935;Ochtiná;2010-01-01;
526053;04935;Ochtiná;2010-01-01;
526088;04935;Ochtiná;2010-01-01;
526185;04935;Ochtiná;2010-01-01;
501824;93028;Okoč;2010-01-01;
501301;94613;"Okoličná na Ostrove";2010-01-01;
527131;09042;Okruhlé;2010-01-01;
527548;09042;Okruhlé;2010-01-01;
527696;09042;Okrúhle;2010-01-01;
527751;09042;Okruhlé;2010-01-01;
527807;09042;Okruhlé;2010-01-01;
527882;09042;Okruhlé;2010-01-01;
527904;09042;Okruhlé;2010-01-01;
527955;09042;Okruhlé;2010-01-01;
509213;02352;"Olešná pri Čadci";2010-01-01;
509337;02352;"Olešná pri Čadci";2010-01-01;
520578;06704;Oľka;2010-01-01;
520705;06704;Oľka;2010-01-01;
505935;91443;Omšenie;2010-01-01;
506354;91443;Omšenie;2010-01-01;
514098;97202;"Opatovce nad Nitrou";2010-01-01;
514284;97202;"Opatovce nad Nitrou";2010-01-01;
556491;91932;Opoj;2010-01-01;
505285;95614;Oponice;2010-01-01;
505510;95614;Oponice;2010-01-01;
509892;02964;"Oravská Jasenica";2010-01-01;
509906;02957;"Oravská Lesná";2010-01-01;
509914;02947;"Oravská Polhora";2010-01-01;
509931;02962;"Oravské Veselé";2010-01-01;
509671;02741;"Oravský Podzámok";2010-01-01;
509957;02741;"Oravský Podzámok";2010-01-01;
510009;02741;"Oravský Podzámok";2010-01-01;
501859;93002;"Orechová Potôň";2010-01-01;
555746;93002;"Orechová Potôň";2010-01-01;
526941;06543;"Orlov nad Popradom";2010-01-01;
514292;97247;Oslany;2010-01-01;
505307;95634;Ostratice;2010-01-01;
507385;92201;"Ostrov pri Piešťanoch";2010-01-01;
556572;92201;"Ostrov pri Piešťanoch";2010-01-01;
558354;92201;"Ostrov pri Piešťanoch";2010-01-01;
516902;96677;"Ostrý Grúň";2010-01-01;
517119;96677;"Ostrý Grúň";2010-01-01;
523771;05979;Osturňa;2010-01-01;
509345;02301;Oščadnica;2010-01-01;
515264;98011;Ožďany;2010-01-01;
503452;94111;Palárikovo;2010-01-01;
522376;07213;Palín;2010-01-01;
522864;07213;Palín;2010-01-01;
523054;07213;Palín;2010-01-01;
523119;07213;Palín;2010-01-01;
523127;07213;Palín;2010-01-01;
523364;07213;Palín;2010-01-01;
520527;06733;Papín;2010-01-01;
520624;06733;Papín;2010-01-01;
521116;06733;Papín;2010-01-01;
513466;01813;Papradno;2010-01-01;
528340;07662;Parchovany;2010-01-01;
528676;07662;Parchovany;2010-01-01;
510831;03215;"Partizánska Ľupča";2010-01-01;
510904;03215;"Partizánska Ľupča";2010-01-01;
505315;95801;"Partizánske 1";2010-01-01;
505129;95803;"Partizánske 1";2010-01-01;
505315;95803;"Partizánske 1";2010-01-01;
505323;95803;"Partizánske 1";2010-01-01;
505706;95803;"Partizánske 1";2010-01-01;
580953;95803;"Partizánske 1";2010-01-01;
505315;95804;"Partizánske 1";2010-01-01;
505315;95806;"Partizánske 1";2010-01-01;
502073;93574;Pastovce;2010-01-01;
502626;93574;Pastovce;2010-01-01;
507415;92063;Pastuchov;2010-01-01;
503959;92553;Pata;2010-01-01;
