kód;názov;"Kód ŠÚ";"kód okresu";"kód krajiny";"platné od";"platné do"
923100012;Borena;;;231;2017-07-10;
920301134;"Bořetice okr. Břeclav";;;203;2015-02-13;
924600027;Borga;;;246;2013-09-13;
935200026;Borgarnes;;;352;2016-03-03;
927600725;Borgdorf-Seedorf;;;276;2015-07-22;
938000419;Borgetto;;;380;2017-10-13;
938000156;"Borgo San Lorenzo";;;380;2014-10-13;
938000256;Borgosevia;;;380;2015-09-25;
927600437;Borchen;;;276;2013-11-27;
507831;Borinka;SK0106507831;106;703;2010-01-01;
910000055;Borino;;;100;2016-12-20;
980400138;Borispol;;;804;2013-03-14;
920300429;Bořitov;;;203;2013-03-06;
927600785;Borna;;;276;2015-10-01;
952800005;Borne;;;528;2000-02-01;
927600837;Börnsen;;;276;2016-04-27;
964200066;Borod;;;642;2013-05-10;
980400326;Borodanka;;;804;2014-11-06;
980400835;Borodianka;;;804;2017-10-11;
939800073;Borodulikha;;;398;2016-12-16;
920300230;Borohrádek;;;203;2012-10-19;
980400324;Boronyava;;;804;2014-10-30;
920300394;Borotice;;;203;2013-03-04;
920301132;"Borotín okr. Tábor";;;203;2015-02-13;
506826;Borová;SK0217506826;207;703;2010-01-01;
920302272;Borovany;;;203;2016-11-02;
506834;Borovce;SK0214506834;204;703;2010-01-01;
964200033;Bors;;;642;2013-01-09;
964200141;Borșa;;;642;2017-03-27;
980400571;Borshevychy;;;804;2016-06-02;
504238;"Borský Mikuláš";SK0215504238;205;703;2010-01-01;
504220;"Borský Svätý Jur";SK0215504220;205;703;2010-01-01;
934800117;Borsodnádasd;;;348;2014-10-16;
927600593;Börssum;;;276;2014-09-23;
961600045;Borszczów;;;616;2012-06-25;
528170;Borša;SK042B528170;811;703;2010-01-01;
980400586;Borščiv;;;804;2016-08-05;
920301133;"Boršice okr. Uherské Hradiště";;;203;2015-02-13;
920300428;"Boršice u Blatnice";;;203;2013-03-06;
920300835;"Boršov nad Vltavou";;;203;2013-11-20;
936400043;Borujerd;;;364;2015-09-01;
964200028;Borumlaca;;;642;2012-10-16;
920302275;Bory;;;203;2016-11-02;
502090;Bory;SK0232502090;402;703;2010-01-01;
980400075;Boryslav;;;804;2013-01-28;
980400431;Boryspiľ;;;804;2015-04-09;
961600733;Borzechowo;;;616;2016-07-25;
961600008;Borzeta;;;616;2010-01-01;
980400721;Borzhava;;;804;2017-04-04;
907000004;"Bosanska Dubica";;;70;2012-11-20;
957800285;Bosberg;;;578;2015-02-12;
925000326;Bosc-Guérard-Saint-Adrien;;;250;2015-10-22;
920300030;Boskovice;;;203;2010-01-01;
937600075;"Bosmat Tivon";;;376;2013-04-12;
984000016;Boston;;;840;2012-05-25;
982600122;Boston;;;826;2013-03-19;
505871;Bošáca;SK0224505871;304;703;2010-01-01;
542733;Bošany;SK0225542733;305;703;2010-01-01;
920301135;Bošice;;;203;2015-02-13;
920300430;Bošovice;;;203;2013-03-06;
528188;Boťany;SK042B528188;811;703;2010-01-01;
910000028;Botevgrad;;;100;2013-09-06;
962000185;Boticas;;;620;2016-02-23;
975200084;Botkyrka;;;752;2014-05-22;
964200076;Botosani;;;642;2014-04-07;
975600043;Bottighofen;;;756;2015-06-23;
514551;Bottovo;SK0329514551;609;703;2010-01-01;
927600026;Bottrop;;;276;2012-10-04;
982600286;Boughton;;;826;2017-01-11;
925000255;Bouchet;;;250;2015-01-19;
925000037;Boulogne;;;250;2012-12-03;
925000108;Boulogne-Billancourt;;;250;2013-08-08;
925000501;Bourges;;;250;2017-10-28;
925000293;Bourgoin-Jallieu;;;250;2015-08-11;
982600200;Bournemouth;;;826;2013-12-16;
920300851;Bouzov;;;203;2013-12-10;
970500043;Bovec;;;705;2016-09-20;
952800076;Bovensmilde;;;528;2017-10-13;
980400475;Boyarka;;;804;2015-10-02;
984000059;Bozeman;;;840;2013-03-22;
979200132;Bozova;;;792;2014-08-27;
934800198;Bózsva;;;348;2015-12-08;
920301136;Božejov;;;203;2015-02-13;
525561;Bôrka;SK0428525561;808;703;2010-01-01;
957800353;Bødalen;;;578;2016-09-16;
957800369;Bømlo;;;578;2016-10-14;
912400011;Bracebridge;;;124;2013-03-01;
982600235;Bracknell;;;826;2015-02-12;
522368;Bracovce;SK0427522368;807;703;2010-01-01;
950000001;Brades;;;500;2017-04-13;
982600242;Bradford;;;826;2015-07-22;
962000008;Braga;;;620;2013-02-01;
962000115;Braganca;;;620;2014-09-03;
964200138;Braila;;;642;2017-03-02;
927600499;Brake;;;276;2013-12-17;
927600385;Brakel;;;276;2013-09-13;
912400027;Brampton;;;124;2013-09-13;
964200064;Bran;;;642;2013-05-03;
920301137;Braňany;;;203;2015-02-13;
500071;Branč;SK0233500071;403;703;2010-01-01;
957800229;Brandbu;;;578;2014-02-13;
975200131;Brandstorp;;;752;2015-10-16;
920300431;"Brandýs nad Labem";;;203;2013-03-06;
920300265;"Brandýs nad Labem-Stará Boleslav";;;203;2012-11-20;
920301138;Brandýsek;;;203;2015-02-13;
961600580;Braniewo;;;616;2014-10-30;
920300824;"Branka u Opavy";;;203;2013-11-11;
920300432;Brankovice;;;203;2013-03-06;
920300640;Branky;;;203;2013-03-19;
503096;Branovo;SK0234503096;404;703;2010-01-01;
920302196;Bransouze;;;203;2016-03-22;
907600012;Brasília;;;76;2013-11-26;
925000187;Brasles;;;250;2014-09-24;
964200013;Brasov;;;642;2012-10-04;
920301144;Břasy;;;203;2015-02-13;
920300349;Braškov;;;203;2013-01-28;
920300930;Bratčice;;;203;2014-01-28;
582000;Bratislava;;***;703;2010-01-01;
529435;Bratislava-Čunovo;SK0105529435;105;703;2010-01-01;
529401;Bratislava-Devín;SK0104529401;104;703;2010-01-01;
529371;"Bratislava-Devínska Nová Ves";SK0104529371;104;703;2010-01-01;
529389;Bratislava-Dúbravka;SK0104529389;104;703;2010-01-01;
529443;Bratislava-Jarovce;SK0105529443;105;703;2010-01-01;
529397;"Bratislava-Karlova Ves";SK0104529397;104;703;2010-01-01;
529419;Bratislava-Lamač;SK0104529419;104;703;2010-01-01;
529346;"Bratislava-Nové Mesto";SK0103529346;103;703;2010-01-01;
529460;Bratislava-Petržalka;SK0105529460;105;703;2010-01-01;
529311;"Bratislava-Podunajské Biskupice";SK0102529311;102;703;2010-01-01;
529354;Bratislava-Rača;SK0103529354;103;703;2010-01-01;
529494;Bratislava-Rusovce;SK0105529494;105;703;2010-01-01;
529320;Bratislava-Ružinov;SK0102529320;102;703;2010-01-01;
528595;"Bratislava-Staré Mesto";SK0101528595;101;703;2010-01-01;
529362;Bratislava-Vajnory;SK0103529362;103;703;2010-01-01;
529338;Bratislava-Vrakuňa;SK0102529338;102;703;2010-01-01;
529427;"Bratislava-Záhorská Bystrica";SK0104529427;104;703;2010-01-01;
920301139;Bratkovice;;;203;2015-02-13;
957800277;Bratland;;;578;2014-11-24;
920300433;Bratřejov;;;203;2013-03-06;
920300775;Bratříkov;;;203;2013-05-31;
920300740;Bratronice;;;203;2013-04-16;
920301140;"Bratronice okr. Kladno";;;203;2015-02-13;
920301141;Bratrušov;;;203;2015-02-13;
964300142;Bratsk;;;643;2014-10-08;
904000071;"Braunau am Inn";;;40;2013-04-26;
927600681;Braunsbedra;;;276;2015-02-12;
927600154;Braunschweig;;;276;2013-02-08;
920301142;Bravantice;;;203;2015-02-13;
508489;Braväcovo;SK0323508489;603;703;2010-01-01;
917800001;Brazzaville;;;178;2013-01-10;
907000006;Brčko;;;70;2013-01-07;
525570;Brdárka;SK0428525570;808;703;2010-01-01;
920300337;Břeclav;;;203;2013-01-14;
982600297;Brede;;;826;2017-10-06;
904000083;Bregenz;;;40;2013-10-28;
927600535;Brehna;;;276;2000-03-01;
528200;Brehov;SK042B528200;811;703;2010-01-01;
581607;Brehy;SK032C581607;612;703;2010-01-01;
927600829;Brechen;;;276;2016-03-14;
904000070;"Breitenau am Hochlantsch";;;40;2013-04-10;
927600682;"Breitenbach am Herzberg";;;276;2015-02-12;
927600795;Breitenbrunn;;;276;2015-10-06;
904000161;"Breitenfurt bei Wien";;;40;2016-09-14;
957800130;Brekkebygd;;;578;2013-11-27;
520055;Brekov;SK0412520055;702;703;2010-01-01;
957800245;Brekstad;;;578;2014-06-11;
927600236;Bremen;;;276;2013-04-03;
927600139;Bremerhaven;;;276;2013-02-08;
927600833;Bremervörde;;;276;2016-04-22;
927600355;Brémy;;;276;2013-09-06;
982600040;Brentwood;;;826;2013-03-01;
938000107;Brescia;;;380;2014-01-08;
927600295;Breslau;;;276;2013-09-06;
920300435;Břest;;;203;2013-03-06;
911200005;Brest;;;112;2012-10-16;
925000157;Brest;;;250;2014-04-04;
920300357;Břestek;;;203;2013-02-08;
520063;Brestov;SK0412520063;702;703;2010-01-01;
524212;Brestov;SK0417524212;707;703;2010-01-01;
520071;"Brestov nad Laborcom";SK0415520071;705;703;2010-01-01;
506842;Brestovany;SK0217506842;207;703;2010-01-01;
501069;Brestovec;SK0231501069;401;703;2010-01-01;
504254;Brestovec;SK0223504254;303;703;2010-01-01;
524221;Bretejovce;SK0417524221;707;703;2010-01-01;
925000071;Brétigny-sur-Orge;;;250;2013-03-11;
514578;Bretka;SK0428514578;808;703;2010-01-01;
509591;Breza;SK0317509591;507;703;2010-01-01;
547557;Brezany;SK031B547557;511;703;2010-01-01;
920301145;"Březí okr. Břeclav";;;203;2015-02-13;
920300826;Březina;;;203;2013-11-18;
528218;Brezina;SK042B528218;811;703;2010-01-01;
518191;Breziny;SK032B518191;611;703;2010-01-01;
527157;Breznica;SK041B527157;711;703;2010-01-01;
920300231;Březnice;;;203;2012-10-19;
920301146;"Březnice okr. Příbram";;;203;2015-02-13;
511269;Breznička;SK0327511269;607;703;2010-01-01;
527165;Breznička;SK041B527165;711;703;2010-01-01;
920301147;Březník;;;203;2015-02-13;
508497;Brezno;SK0323508497;603;703;2010-01-01;
542741;Brezolupy;SK0221542741;301;703;2010-01-01;
519081;Brezov;SK0411519081;701;703;2010-01-01;
920300257;Březová;;;203;2012-10-25;
920301148;"Březová okr. Beroun";;;203;2015-02-13;
920301149;"Březová okr. Sokolov";;;203;2015-02-13;
504262;"Brezová pod Bradlom";SK0223504262;303;703;2010-01-01;
520080;Brezovec;SK0419520080;709;703;2010-01-01;
509604;Brezovica;SK031A509604;510;703;2010-01-01;
524239;Brezovica;SK0418524239;708;703;2010-01-01;
920302374;Březovice;;;203;2017-11-10;
524247;Brezovička;SK0418524247;708;703;2010-01-01;
519090;Brezovka;SK0411519090;701;703;2010-01-01;
920302085;Březůvky;;;203;2015-09-25;
524255;Brežany;SK0417524255;707;703;2010-01-01;
970500014;Brežice;;;705;2013-09-06;
502103;Brhlovce;SK0232502103;402;703;2010-01-01;
964300055;Briansk;;;643;2013-02-14;
944200002;Bridel;;;442;2013-02-27;
984000132;Bridgeport;;;840;2016-03-03;
984000168;Bridgeview;;;840;2017-10-12;
920302251;Břidličná;;;203;2016-10-04;
925000022;"Brie Et Angonnes";;;250;2012-06-28;
512117;Brieštie;SK0319512117;509;703;2010-01-01;
943400016;Briga;;;434;2013-03-11;
982600088;Brighton;;;826;2013-03-07;
925000234;Brignac;;;250;2014-11-11;
927000002;Brikama;;;270;2014-10-08;
927600422;Brilon;;;276;2013-11-20;
938000099;Brindisi;;;380;2013-10-03;
903600020;Brisbane;;;36;2017-10-31;
982600015;Bristol;;;826;2012-07-13;
925000042;Brive-la-Gaillarde;;;250;2012-12-03;
938000020;Brixen;;;380;2013-02-08;
920301025;Brná;;;203;2014-10-23;
920300010;Brno;;;203;2010-01-01;
942800023;Brocéni;;;428;2015-01-29;
920300294;"Brodek u Přerova";;;203;2013-01-11;
920300434;"Brodek u Prostějova";;;203;2013-03-06;
961600604;Brodnica;;;616;2015-01-19;
504271;Brodské;SK0216504271;206;703;2010-01-01;
961600638;Brody;;;616;2015-05-21;
580449;Brodzany;SK0225580449;305;703;2010-01-01;
927600209;Brome;;;276;2013-03-19;
975200029;Bromma;;;752;2013-03-28;
925000193;Bron;;;250;2014-09-30;
957800019;Bronnoysund;;;578;2013-03-07;
903600013;Brookfield;;;36;2016-07-25;
912400021;Brooklin;;;124;2013-04-12;
984000156;Brooklyn;;;840;2017-03-31;
957800131;Brottum;;;578;2013-11-27;
942200023;Broummana;;;422;2017-08-08;
920300270;Broumov;;;203;2012-12-18;
920301072;"Broumov okr. Náchod";;;203;2015-02-13;
920301073;"Broumov okr. Tachov";;;203;2015-02-13;
920301143;Broumy;;;203;2015-02-13;
980400264;Brovary;;;804;2014-04-14;
920300972;Brtnice;;;203;2014-09-29;
904000154;"Bruck an der Glocknerstrasse";;;40;2016-09-14;
904000023;"Bruck an der Leitha";;;40;2012-10-04;
904000046;"Bruck an der Mur";;;40;2013-02-08;
927601012;Bruckmühl;;;276;2017-09-22;
904000146;Bruckneudorf;;;40;2015-09-25;
927601038;Brühl;;;276;2017-10-06;
927600628;Bruchhausen;;;276;2014-10-15;
927600258;Bruchsal;;;276;2013-06-21;
920300174;"Brumov - Bylnice";;;203;2012-10-16;
920300175;Brumovice;;;203;2012-10-16;
957800044;Brumunddal;;;578;2013-03-28;
920300295;Brunište;;;203;2013-01-11;
904000109;"Brunn am Gebirge";;;40;2014-10-15;
505889;Brunovce;SK0224505889;304;703;2010-01-01;
927600822;Brunsbüttel;;;276;2016-03-03;
920300087;Bruntál;;;203;2010-01-01;
968800141;Brus;;;688;2016-01-20;
527173;Brusnica;SK041B527173;711;703;2010-01-01;
515884;Brusník;SK032A515884;610;703;2010-01-01;
508675;Brusno;SK0321508675;601;703;2010-01-01;
905600005;Brussel;;;56;2013-03-01;
920300296;Brušperk;;;203;2013-01-11;
526410;Brutovce;SK0414526410;704;703;2010-01-01;
503100;Bruty;SK0234503100;404;703;2010-01-01;
925000364;Bruz;;;250;2016-09-06;
920302086;Bruzovice;;;203;2015-09-30;
512915;Brvnište;SK0226512915;306;703;2010-01-01;
961600318;Brwinów;;;616;2013-03-19;
957800051;Bryne;;;578;2013-03-28;
961600805;Brzeg;;;616;2017-09-22;
961600005;Brzesk;;;616;2010-01-01;
961600252;Brzesko;;;616;2013-03-01;
961600526;Brzezinka;;;616;2014-06-19;
560022;Brzotín;SK0428560022;808;703;2010-01-01;
961600211;Brzozów;;;616;2013-01-16;
961600359;Brzozówka;;;616;2013-05-03;
961600108;Brzyska;;;616;2013-01-11;
937600096;Bu'eina;;;376;2013-05-16;
944200004;Buarcos;;;442;2014-11-12;
962000199;Buarcos;;;620;2016-08-24;
980400247;Bubnychshe;;;804;2014-04-02;
979200227;Bucak;;;792;2017-02-15;
917000003;Bucaramanga;;;170;2013-04-16;
519103;Buclovany;SK0411519103;701;703;2010-01-01;
501077;Búč;SK0231501077;401;703;2010-01-01;
980400448;Buča;;;804;2015-06-01;
980400095;Bučač;;;804;2013-02-08;
506851;Bučany;SK0217506851;207;703;2010-01-01;
920300436;Bučovice;;;203;2013-03-06;
911200042;Buda-Kashalyova;;;112;2017-10-13;
934800012;Budakalász;;;348;2012-05-25;
934800016;Budakeszi;;;348;2012-10-03;
934800020;Budapest;;;348;2012-10-04;
518204;Budča;SK032B518204;611;703;2010-01-01;
964200127;Budești;;;642;2016-08-19;
514586;Budikovany;SK0329514586;609;703;2010-01-01;
920302188;Budiměřice;;;203;2016-01-12;
521221;Budimír;SK0426521221;806;703;2010-01-01;
511277;Budiná;SK0326511277;606;703;2010-01-01;
513857;Budince;SK0427513857;807;703;2010-01-01;
512125;Budiš;SK0319512125;509;703;2010-01-01;
920301150;Budišovice;;;203;2015-02-13;
522376;Budkovce;SK0427522376;807;703;2010-01-01;
980400026;Budky;;;804;2012-10-16;
507849;Budmerice;SK0107507849;107;703;2010-01-01;
964200056;Budoi;;;642;2013-03-21;
949900006;Budva;;;499;2015-03-03;
920301151;"Budyně nad Ohří";;;203;2015-02-13;
961600621;Budzyn;;;616;2015-03-02;
912000004;Buea;;;120;2015-03-18;
927600356;Buende;;;276;2013-09-06;
903200001;"Buenos Aires";;;32;2012-10-04;
984000077;Buffalo;;;840;2013-09-06;
526428;Buglovce;SK0414526428;704;703;2010-01-01;
968800097;Bugojno;;;688;2015-02-12;
907000007;Bugojno;;;70;2013-01-09;
927600629;Bühl;;;276;2014-10-15;
980400210;Bucha;;;804;2013-10-07;
980400749;Buchach;;;804;2017-05-16;
980400574;Buchak;;;804;2016-06-09;
980400616;Buchaly;;;804;2016-09-06;
927600838;Buchbach;;;276;2016-04-27;
927600550;Buchberg;;;276;2014-04-09;
927600048;Buchen;;;276;2012-10-23;
920301152;Buchlovice;;;203;2015-02-13;
941000001;Buchoen;;;410;2013-03-06;
934800199;Buj;;;348;2016-02-17;
910800003;Bujumbura;;;108;2015-02-12;
961600448;Buk;;;616;2013-12-11;
918000001;Bukavu;;;180;2013-03-15;
986000019;Bukhara;;;860;2015-04-02;
934800080;Bükkszentmárton;;;348;2013-03-08;
506869;Buková;SK0217506869;207;703;2010-01-01;
920301153;"Buková u Příbramě";;;203;2015-02-13;
920300064;Bukovany;;;203;2010-01-01;
920301154;"Bukovany okr. Benešov";;;203;2015-02-13;
920301155;"Bukovany okr. Příbram";;;203;2015-02-13;
920302226;"Bukovany okr. Sokolov";;;203;2016-07-13;
527181;Bukovce;SK041B527181;711;703;2010-01-01;
980400639;Bukove;;;804;2016-09-28;
504289;Bukovec;SK0223504289;303;703;2010-01-01;
521248;Bukovec;SK0426521248;806;703;2010-01-01;
920301156;"Bukovec okr. Frýdek-Místek";;;203;2015-02-13;
980400246;Bukovecy;;;804;2014-04-02;
510351;Bukovina;SK0315510351;505;703;2010-01-01;
920302092;Bukovinka;;;203;2015-10-01;
964200004;Bukurešť;;;642;2012-05-25;
971600001;Bulawayo;;;716;2013-01-11;
949800007;Bulboaca;;;498;2013-03-14;
558273;Bulhary;SK0326558273;606;703;2010-01-01;
920301157;Bulhary;;;203;2015-02-13;
521256;Bunetice;SK0426521256;806;703;2010-01-01;
940400042;Bungoma;;;404;2015-10-02;
522384;Bunkovce;SK0429522384;809;703;2010-01-01;
952800054;Bunschoten;;;528;2016-09-14;
972400129;Bunyola;;;724;2014-03-06;
968200027;Buraidah;;;682;2013-03-04;
979200071;Burdur;;;792;2013-04-29;
972400331;Burela;;;724;2016-08-18;
927600810;Büren;;;276;2015-11-26;
927600056;"Burg  bei Magdeburg";;;276;2012-11-26;
910000010;Burgas;;;100;2012-11-30;
927600446;Burgberg;;;276;2013-12-02;
927600928;Burgdorf;;;276;2016-09-29;
927600884;Burghausen;;;276;2016-09-11;
972400187;Burgos;;;724;2014-10-09;
972400231;Burjassot;;;724;2015-01-19;
927600474;Burladingen;;;276;2013-12-17;
984000056;Burlington;;;840;2013-03-21;
982600080;Burnley;;;826;2013-03-04;
900800016;Burrel;;;8;2015-10-02;
979200026;Bursa;;;792;2013-03-01;
980400534;Burshtyn;;;804;2016-03-08;
927600603;Bűrstadt;;;276;2014-10-07;
982600026;"Burton upon Trent";;;826;2013-02-08;
980400604;Burty;;;804;2016-08-22;
910800004;"Bururi region";;;108;2015-02-12;
982600236;Burwash;;;826;2015-02-12;
982600267;Bury;;;826;2000-06-01;
982600172;"Bury St. Edmunds";;;826;2013-09-06;
980400415;Buryn;;;804;2015-03-05;
941000006;Busan;;;410;2013-04-30;
982600216;Bushmills;;;826;2014-09-19;
940400007;Busia;;;404;2014-10-08;
961600338;Busko-Zdroj;;;616;2013-03-22;
907000020;Busovača;;;70;2014-11-06;
952800001;Bussum;;;528;2012-10-19;
925000116;Bussy-Saint-Georges;;;250;2013-09-17;
938000351;"Busto Arsizio";;;380;2016-10-03;
920301021;Buš;;;203;2014-10-23;
515892;Bušince;SK032A515892;610;703;2010-01-01;
523411;Bušovce;SK0413523411;703;703;2010-01-01;
920301158;Buštěhrad;;;203;2015-02-13;
980400346;Buštino;;;804;2015-02-12;
968800164;Buštranje;;;688;2016-10-07;
964200091;Butani;;;642;2015-02-12;
920301032;Butty;;;203;2014-11-03;
960800004;Butuan;;;608;2016-04-11;
925000332;Buxerolles;;;250;2015-12-11;
927600816;Buxtehude;;;276;2016-01-08;
964200113;Buzau;;;642;2015-08-11;
521264;Buzica;SK0426521264;806;703;2010-01-01;
511293;Buzitka;SK0326511293;606;703;2010-01-01;
961600060;Bydgoszcz;;;616;2012-10-16;
961600061;Bychana;;;616;2012-10-16;
961600319;Bychawa;;;616;2013-03-19;
920302197;Býchory;;;203;2016-03-25;
920301159;Býkev;;;203;2015-02-13;
957800273;Byrknes;;;578;2014-11-24;
930000085;Byron;;;300;2013-03-19;
557251;Bystrá;SK0323557251;603;703;2010-01-01;
527190;Bystrá;SK041B527190;711;703;2010-01-01;
961600538;Bystra-Sidzina;;;616;2014-08-27;
526436;Bystrany;SK042A526436;810;703;2010-01-01;
920302025;Bystřany;;;203;2015-04-15;
544094;Bystré;SK041D544094;713;703;2010-01-01;
920300176;Bystřice;;;203;2012-10-16;
920300052;"Bystřice nad Pernštejnem";;;203;2010-01-01;
920301160;"Bystřice okr. Benešov";;;203;2015-02-13;
920301074;"Bystřice okr. Frýdek-Místek";;;203;2015-02-13;
920300177;"Bystřice pod Hostýnem";;;203;2012-10-16;
513911;Bystričany;SK0227513911;307;703;2010-01-01;
920300232;Bystřička;;;203;2012-10-19;
512133;Bystrička;SK0316512133;506;703;2010-01-01;
920301161;Byšice;;;203;2015-02-13;
920300970;Býšť;;;203;2014-09-26;
528226;Byšta;SK042B528226;811;703;2010-01-01;
517461;Bytča;SK0311517461;501;703;2010-01-01;
980400735;Bytkiv;;;804;2017-04-20;
961600109;Bytom;;;616;2013-01-11;
920300339;Bzenec;;;203;2013-01-16;
516708;Bzenica;SK032D516708;613;703;2010-01-01;
524263;Bzenov;SK0417524263;707;703;2010-01-01;
505897;"Bzince pod Javorinou";SK0224505897;304;703;2010-01-01;
580813;Bziny;SK0313580813;503;703;2010-01-01;
920301162;Bzová;;;203;2015-02-13;
518212;Bzovík;SK0325518212;605;703;2010-01-01;
518221;"Bzovská Lehôtka";SK032B518221;611;703;2010-01-01;
527203;Bžany;SK041B527203;711;703;2010-01-01;
545589;Cabaj-Čápor;SK0233545589;403;703;2010-01-01;
972400239;Cabanas;;;724;2015-02-04;
960800011;Cabanatuan;;;608;2017-06-15;
962000204;"Cabeceiras de Basto";;;620;2016-09-28;
972400105;"Cabeza del Buey";;;724;2013-11-20;
972400090;Cabezadelbuey;;;724;2013-09-13;
544108;Cabov;SK041D544108;713;703;2010-01-01;
962000133;Caboverdeana;;;620;2014-11-10;
972400271;Cabra;;;724;2015-08-26;
972400091;Cáceres;;;724;2013-09-13;
972400092;Cádiz;;;724;2013-09-13;
960800009;"Cadiz City";;;608;2017-02-23;
925000064;Caen;;;250;2013-03-01;
960800001;"Cagayan de Oro";;;608;2013-10-28;
938000131;Cagliari;;;380;2014-08-22;
925000298;"Cagnes sur Mer";;;250;2015-09-03;
938000400;Cagno;;;380;2017-09-22;
949800022;Cahul;;;498;2016-12-05;
981800003;Cairo;;;818;2013-01-09;
960400006;Cajamarca;;;604;2013-11-20;
920300395;Cakov;;;203;2013-03-04;
514594;Cakov;SK0329514594;609;703;2010-01-01;
956200004;Calabar;;;562;2015-03-18;
964200137;Calafat;;;642;2017-02-15;
925000392;Calais;;;250;2016-10-07;
964200072;Calarasi;;;642;2014-02-14;
972400156;Calatayud;;;724;2014-05-07;
938000016;"Calci Pisa";;;380;2013-01-16;
962000072;"Caldas da Rainha";;;620;2013-07-15;
927600493;Calden;;;276;2013-12-17;
912400014;Calgary;;;124;2013-03-01;
917000007;Cali;;;170;2015-09-25;
984000045;California;;;840;2013-02-14;
938000134;Calimera;;;380;2014-08-27;
938000179;Caltagirone;;;380;2014-10-30;
962000225;Calvão;;;620;2017-10-13;
972400130;Calvia;;;724;2014-03-06;
927601061;Calw;;;276;2017-11-15;
919200005;Camagüey;;;192;2016-03-23;
964200077;Camar;;;642;2014-09-17;
962000221;Cambados;;;620;2017-09-22;
984000062;Cambridge;;;840;2013-04-05;
982600059;Cambridge;;;826;2013-03-01;
912400004;Cambridge;;;124;2010-01-01;
982600223;Cambridgeshire;;;826;2014-10-15;
984000026;Camden;;;840;2012-10-08;
912000003;Cameroon;;;120;2014-08-04;
979200195;Çamlıhemşin;;;792;2016-04-11;
972400351;Campanet;;;724;2016-09-28;
912400024;Campbellton;;;124;2013-05-27;
903600011;Campbelltown;;;36;2014-04-02;
964200132;Câmpeni;;;642;2017-01-11;
972400348;Campillos;;;724;2016-09-21;
964200073;Campina;;;642;2014-02-14;
938000293;"Campo Calabro";;;380;2016-01-28;
938000025;Campobasso;;;380;2013-02-19;
938000420;Campoformido;;;380;2017-10-13;
938000250;Camposampiero;;;380;2012-09-01;
962000153;Canada;;;620;2015-02-02;
979200108;Çanakkale;;;792;2014-02-28;
962000202;"Canas de Senhorim";;;620;2016-09-20;
903600017;Canberra;;;36;2017-02-09;
948400013;Cancún;;;484;2014-04-02;
962000189;Canedo;;;620;2016-04-11;
972400136;"Cangas del Morrazo";;;724;2014-03-21;
972400193;"Cangas del Narce";;;724;2014-10-22;
915600077;Cangzhou;;;156;2016-10-05;
915800017;Cangzhou;;;158;2015-10-07;
975200040;Canchungo;;;752;2013-09-06;
938000211;Canicatti;;;380;2015-01-20;
962000210;Caniço;;;620;2017-02-09;
979200102;Çankaya;;;792;2014-02-14;
925000270;Cannes;;;250;2015-01-27;
982600268;Cannock;;;826;2016-07-14;
907600025;Canoas;;;76;2015-05-13;
938000072;"Canosa di Puglia";;;380;2013-03-22;
982600063;Canterbury;;;826;2013-03-01;
972400395;Cantillana;;;724;2017-09-25;
984000028;Canyon;;;840;2012-10-08;
970400048;"Cao Phong";;;704;2017-10-06;
970400015;"Cao Xa";;;704;2013-04-09;
938000349;Caorle;;;380;2016-09-29;
971000002;"Cape Town";;;710;2013-02-01;
986200001;Caracas;;;862;2013-01-09;
938000096;"Carate Brianza";;;380;2013-10-03;
972400257;"Carbajal de la Legua";;;724;2015-07-21;
972400338;Carballedo;;;724;2016-09-16;
972400106;Carballo;;;724;2013-11-20;
938000004;Carbonia;;;380;2010-01-01;
972400325;Carcaixent;;;724;2016-08-02;
925000499;Carcassonne;;;250;2017-10-17;
925000223;Carces;;;250;2014-11-10;
938000295;Cardano;;;380;2016-01-29;
972400028;Cardedeu;;;724;2013-02-19;
982600071;Cardiff;;;826;2013-03-01;
964200014;Carei;;;642;2012-10-04;
938000190;Carini;;;380;2014-11-10;
938000206;Carlentini;;;380;2015-01-19;
982600041;Carlisle;;;826;2013-03-01;
938000284;Carloforte;;;380;2015-12-02;
937200037;Carlow;;;372;2013-03-28;
903600004;Carlton;;;36;2012-11-30;
938000401;Carmiano;;;380;2017-09-22;
938000241;Carosino;;;380;2015-08-21;
938000301;Carrara;;;380;2016-03-11;
962000022;Carregal;;;620;2013-03-01;
982600177;Carrickfergus;;;826;2013-10-04;
972400309;"Carrizo de la Ribera";;;724;2016-05-30;
972400011;Cartagena;;;724;2012-12-03;
917000001;Cartago;;;170;2012-05-25;
907600007;Caruaru;;;76;2013-09-06;
962000019;"Carvalhosa-Paços de Ferreira";;;620;2013-02-26;
950400002;Casablanca;;;504;2013-11-20;
938000394;"Casale Monferrato";;;380;2017-09-14;
938000031;Casarano;;;380;2013-02-26;
962000092;Cascais;;;620;2013-10-01;
938000354;Caserta;;;380;2016-10-04;
938000067;"Cassano Delle Murge";;;380;2013-03-19;
930000114;Cassel;;;300;2013-09-06;
907600004;Cassilandia;;;76;2013-03-14;
938000339;Cassola;;;380;2016-09-20;
925000408;Castanet-Tolosan;;;250;2017-02-15;
938000402;Castefidardo;;;380;2017-09-22;
938000272;"Castel del Piano";;;380;2015-10-06;
938000357;"Castel San Giovanni";;;380;2016-10-07;
